
Jaworow	NOU-P	Jaworów	
Man	NOU-C(number=sg)	man	
soo	ADV(type=reg)	zo	
doot	AA(degree=pos,position=free)	dood	
,	PC		
als	CONJ(type=coor)	als	
gequetst	VRB(finiteness=pastpart)	kwetsen	
,	PC		
gehad	VRB(finiteness=pastpart)	hebben	
te	ADP(type=pre)	te	
hebben	VRB(finiteness=inf)	hebben	
,	PC		
behalven	ADP(type=pre)	behalve	
een	PD(type=indef,subtype=art,position=prenom)	een	
menigte	NOU-C(number=sg)	menigte	
Gequetsten	NOU-C(number=pl)	gekwetste	
,	PC		
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Frontieren	NOU-C(number=pl)	frontier	
gebragt	VRB(finiteness=pastpart)	brengen	
.	PC		

Doordien	CONJ(type=sub)	doordien	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Mareschal	NOU-C(number=sg)	mareschal	
de	RES(type=for)	de	
Luxemburg	NOU-P	Luxemburg	
eergisteren	ADV(type=reg)	eergisteren	
een	PD(type=indef,subtype=art,position=prenom)	een	
groot	AA(degree=pos,position=prenom)	groot	
Detaschement	NOU-C(number=sg)	detachement	
met	ADP(type=pre)	met	
ettelijcke	PD(type=indef,subtype=oth,position=prenom)	ettelijk	
Veltstucken	NOU-C(number=pl)	veldstuk	
na	ADP(type=pre)	na	
Lessines	NOU-P	Lessen	
sont	VRB(finiteness=fin,tense=past)	zenden	
,	PC		
heeft	VRB(finiteness=fin,tense=pres)	hebben	
sig	PD(type=refl,position=free)	zich	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Luyt	NOU-C(number=sg,WF=abbr)	luitenant-generaal	mw_954070
.	PC		

Generael	NOU-C(number=sg,WF=abbr)	luitenant-generaal	mw_954070
Aylua	NOU-P	Aylva	
,	PC		
gister	ADV(type=reg)	gisteren	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
Convoy	NOU-C(number=sg)	konvooi	
na	ADP(type=pre)	na	
Aeth	NOU-P	Aat	
in	ADP(type=pre)	in	
Marsch	NOU-C(number=sg)	mars	
,	PC		
genootsaeckt	VRB(finiteness=pastpart)	noodzaken	
gevonden	VRB(finiteness=pastpart)	vinden	
,	PC		
te	ADP(type=pre)	te	
keeren	VRB(finiteness=inf)	keren	
en	CONJ(type=coor)	en	
een	PD(type=indef,subtype=art,position=prenom)	een	
meerder	AA(degree=comp,position=prenom)	meerder	
getal	NOU-C(number=sg)	getal	
Militie	NOU-C(number=sg)	militie	
by	ADP(type=pre)	bij	
hem	PD(type=pers,position=free)	hij	
te	ADP(type=pre)	te	
trecken	VRB(finiteness=inf)	trekken	
.	PC		

Een	PD(type=indef,subtype=art,position=prenom)	een	
ander	PD(type=indef,subtype=oth,position=prenom)	ander	
Convoy	NOU-C(number=sg)	konvooi	
sal	VRB(finiteness=fin,tense=pres)	zullen	
men	PD(type=pers,position=free)	men	
in	ADP(type=pre)	in	
Mons	NOU-P	Mons	
brengen	VRB(finiteness=inf)	brengen	
en	CONJ(type=coor)	en	
ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+het	
dien	PD(type=d-p,subtype=oth,position=prenom)	die	
eynde	NOU-C(number=sg)	einde	
morgen	ADV(type=reg)	morgen	
d'Armee	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	de+armee	
na	ADP(type=pre)	na	
Hal	NOU-P	Halle	
of	CONJ(type=coor)	of	
Soignies	NOU-P	Zinnik	
laten	VRB(finiteness=inf)	laten	
marcheren	VRB(finiteness=inf)	marcheren	
en	CONJ(type=coor)	en	
sy	PD(type=pers,position=free)	zij	
haer	PD(type=refl,position=free)	haar	
in	ADP(type=pre)	in	
het	PD(type=d-p,subtype=art,position=prenom)	het	
kort	NOU-C(number=sg)	kort	
scheyden	VRB(finiteness=inf)	scheiden	
.	PC		

Maendag	NOU-C(number=sg)	maandag	
arriveerde	VRB(finiteness=fin,tense=past)	arriveren	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Brandenburgse	AA(degree=pos,position=prenom)	Brandenburgs	
Artillery	NOU-C(number=sg)	artillerie	
,	PC		
die	PD(type=d-p,position=free)	die	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Winter	NOU-C(number=sg)	winter	
hier	ADV(type=reg)	hier	
blijft	VRB(finiteness=fin,tense=pres)	blijven	
:	PC		
men	PD(type=pers,position=free)	men	
handelt	VRB(finiteness=fin,tense=pres)	handelen	
met	ADP(type=pre)	met	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Ceurvorst	NOU-C(number=sg)	keurvorst	
over	ADP(type=pre)	over	
het	PD(type=d-p,subtype=art,position=prenom)	het	
behouden	NOU-C(number=sg)	behouden	
van	ADP(type=pre)	van	
6000	NUM(type=card,position=prenom,representation=dig)	zesduizend	
Man	NOU-C(number=sg)	man	
sijner	PD(type=poss,position=prenom)	zijn	
Troupen	NOU-C(number=pl)	troep	
,	PC		
van	ADP(type=pre)	van	
welcke	PD(type=w-p,position=free)	welk	
een	PD(type=indef,subtype=art,position=prenom)	een	
Regiment	NOU-C(number=sg)	regiment	
Dragonders	NOU-C(number=pl)	dragonder	
in	ADP(type=pre)	in	
dese	PD(type=d-p,subtype=oth,position=prenom)	deze	
Stadt	NOU-C(number=sg)	stad	
sal	VRB(finiteness=fin,tense=pres)	zullen	
komen	VRB(finiteness=inf)	komen	
:	PC		
de	PD(type=d-p,subtype=art,position=prenom)	de	
rest	NOU-C(number=sg)	rest	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Ceurvorstel	AA(degree=pos,position=prenom,WF=abbr)	keurvorstelijk	
.	PC		

Armee	NOU-C(number=sg)	armee	
gaet	VRB(finiteness=fin,tense=pres)	gaan	
in	ADP(type=pre)	in	
Luycker	NOU-P(WF=trunc)+NOU-P	Luikerland+Gulikerland	mw_707294
en	CONJ(type=coor)	en	
in	ADP(type=pre)	in	
Gulickerlant	NOU-P(WF=trunc)+NOU-P	Luikerland+Gulikerland	mw_707294
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Winterquartieren	NOU-C(number=pl)	winterkwartier	
;	PC		
en	CONJ(type=coor)	en	
een	PD(type=indef,subtype=art,position=prenom)	een	
Commissaris	NOU-C(number=sg)	commissaris-generaal	mw_393278
Generael	NOU-C(number=sg)	commissaris-generaal	mw_393278
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Luyckse	AA(degree=pos,position=prenom)	Luiks	
Troupen	NOU-C(number=pl)	troep	
arriveerde	VRB(finiteness=fin,tense=past)	arriveren	
gisteren	ADV(type=reg)	gisteren	
in	ADP(type=pre)	in	
dese	PD(type=d-p,subtype=oth,position=prenom)	deze	
Stadt	NOU-C(number=sg)	stad	
,	PC		
soo	CONJ(type=sub)	zo	
men	PD(type=pers,position=free)	men	
segt	VRB(finiteness=fin,tense=pres)	zeggen	
,	PC		
tot	ADP(type=pre)	tot	
het	PD(type=d-p,subtype=art,position=prenom)	het	
reguleren	NOU-C(number=sg)	reguleren	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Quartieren	NOU-C(number=pl)	kwartier	
met	ADP(type=pre)	met	
sijn	PD(type=poss,position=prenom)	zijn	
Ceurvorstel	AA(degree=pos,position=prenom,WF=abbr)	keurvorstelijk	
.	PC		

Doorl	NOU-C(number=sg,WF=abbr)	doorluchtigheid	
.	PC		

Van	ADV(type=reg)	vandaag	mw_650501
daeg	ADV(type=reg)	vandaag	mw_650501
is	VRB(finiteness=fin,tense=pres)	zijn	
sijn	PD(type=poss,position=prenom)	zijn	
Excellentie	NOU-C(number=sg)	excellentie	
,	PC		
den	PD(type=d-p,subtype=art,position=prenom)	de	
Heer	NOU-C(number=sg)	heer	
Marquis	NOU-C(number=sg)	markies	
de	RES(type=for)	de	
Gastanaga	NOU-P	Gastanaga	
,	PC		
uyt	ADP(type=pre)	uit	
d	PD(type=d-p,subtype=art,position=prenom)	de	
'	PC		
Armee	NOU-C(number=sg)	armee	
gearriveert	VRB(finiteness=pastpart)	arriveren	
.	PC		

Bologna	NOU-P	Bologna	
den	PD(type=d-p,subtype=art,position=prenom)	de	
9	NUM(type=ord,position=prenom,representation=dig)	negende	
December	NOU-C(number=sg)	december	
.	PC		

De	PD(type=d-p,subtype=art,position=prenom)	de	
Princesse	NOU-C(number=sg)	prinses	
Zena	NOU-P	Zena	
en	CONJ(type=coor)	en	
haer	PD(type=poss,position=prenom)	haar	
Bruydegom	NOU-C(number=sg)	bruidegom	
,	PC		
den	PD(type=d-p,subtype=art,position=prenom)	de	
Prince	NOU-C(number=sg)	prins	
Palestirna	NOU-P	Palestirna	
,	PC		
zijn	VRB(finiteness=fin,tense=pres)	zijn	
gearriveert	VRB(finiteness=pastpart)	arriveren	
;	PC		
door	ADP(type=pre)	door	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Legaet	NOU-C(number=sg)	legaat	
magnifijck	AA(degree=pos,position=free)	magnifiek	
onthaelt	VRB(finiteness=pastpart)	onthalen	
,	PC		
en	CONJ(type=coor)	en	
in	ADP(type=pre)	in	
't	PD(type=d-p,subtype=art,position=prenom)	het	
Huys	NOU-C(number=sg)	huis	
van	ADP(type=pre)	van	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Marquis	NOU-C(number=sg)	markies	
Azzolini	NOU-P	Azzolini	
een	PD(type=indef,subtype=art,position=prenom)	een	
treffelijck	AA(degree=pos,position=prenom)	treffelijk	
Festeyn	NOU-C(number=sg)	festijn	
,	PC		
waer	ADV(type=pron)	waarop	mw_50272
op	ADV(type=pron)	waarop	mw_50272
sy	PD(type=pers,position=free)	zij	
en	CONJ(type=coor)	en	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Prince	NOU-C(number=sg)	prins	
Don	NOU-C(number=sg)	don	
Livio	NOU-P	Livio	
Odeschalchi	NOU-P	Odeschalchi	
,	PC		
van	ADP(type=pre)	van	
Milaen	NOU-P	Milaan	
gearriveert	VRB(finiteness=pastpart)	arriveren	
,	PC		
geassisteert	VRB(finiteness=pastpart)	assisteren	
hebben	VRB(finiteness=fin,tense=pres)	hebben	
,	PC		
gegeven	VRB(finiteness=pastpart)	geven	
.	PC		

Milaen	NOU-P	Milaan	
den	PD(type=d-p,subtype=art,position=prenom)	de	
13	NUM(type=ord,position=prenom,representation=dig)	dertiende	
December	NOU-C(number=sg)	december	
.	PC		

Onsen	PD(type=poss,position=prenom)	ons	
Gouverneur	NOU-C(number=sg)	gouverneur	
heeft	VRB(finiteness=fin,tense=pres)	hebben	
van	ADP(type=pre)	van	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Staet	NOU-C(number=sg)	staat	
op	ADV(type=reg)	opnieuw	mw_941731
nieuw	ADV(type=reg)	opnieuw	mw_941731
24000	NUM(type=card,position=prenom,representation=dig)	vierentwintigduizend	
Scudi	NOU-C(number=pl)	scudo	
's	PD(type=d-p,subtype=art,position=prenom)	de	
Maents	NOU-C(number=sg)	maand	
gevordert	VRB(finiteness=pastpart)	vorderen	
,	PC		
omse	ADP(type=pre)+PD(type=pers,position=free)	om+zij	
aen	ADP(type=pre)	aan	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Hertogh	NOU-C(number=sg)	hertog	
van	ADP(type=pre)	van	
Savoyen	NOU-P	Savoye	
(	PC		
wiens	PD(type=w-p,position=free)	wie	
Lant	NOU-C(number=sg)	land	
door	ADP(type=pre)	door	
de	PD(type=d-p,subtype=art,position=prenom)	de	
schade	NOU-C(number=sg)	schade	
,	PC		
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Somer	NOU-C(number=sg)	zomer	
geleden	VRB(finiteness=pastpart)	lijden	
,	PC		
alle	PD(type=indef,position=free)	al	
de	PD(type=d-p,subtype=art,position=prenom)	de	
onkosten	NOU-C(number=pl)	onkost	
niet	ADV(type=reg)	niet	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
uytvoeren	VRB(finiteness=inf)	uitvoeren	
)	PC		
volgens	ADP(type=pre)	volgens	
het	PD(type=d-p,subtype=art,position=prenom)	het	
gesloten	AA(degree=pos,position=prenom)	gesloten	
Verdragh	NOU-C(number=sg)	verdrag	
wegens	ADP(type=pre)	wegens	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Inquartieringen	NOU-C(number=pl)	inkwartiering	
tot	ADP(type=pre)	tot	
onderhout	NOU-C(number=sg)	onderhoud	
van	ADP(type=pre)	van	
onse	PD(type=poss,position=prenom)	ons	
ende	CONJ(type=coor)	en	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Duytsche	AA(degree=pos,position=prenom)	Duits	
Militie	NOU-C(number=sg)	militie	
in	ADP(type=pre)	in	
Piemont	NOU-P	Piëmont	
te	ADP(type=pre)	te	
senden	VRB(finiteness=inf)	zenden	
;	PC		
ende	CONJ(type=coor)	en	
,	PC		
alsoo	CONJ(type=sub)	alzo	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Impost	NOU-C(number=sg)	impost	
op	ADP(type=pre)	op	
de	PD(type=d-p,subtype=art,position=prenom)	de	
uytgaende	AA(degree=pos,position=prenom)	uitgaand	
Goederen	NOU-C(number=pl)	goed	
expireert	VRB(finiteness=fin,tense=pres)	expireren	
,	PC		
is	VRB(finiteness=fin,tense=pres)	zijn	
men	PD(type=pers,position=free)	men	
van	ADP(type=pre)	van	
gedachten	NOU-C(number=pl)	gedachte	
,	PC		
deselve	PD(type=d-p,position=free)	dezelve	
weder	ADV(type=reg)	weder	
aen	ADP(type=pre)	aan	
Bonsi	NOU-P	Bonsi	
,	PC		
diese	PD(type=d-p,position=free)+PD(type=pers,position=free)	die+zij	
drie	NUM(type=card,position=prenom,representation=let)	drie	
Jaren	NOU-C(number=pl)	jaar	
gehad	VRB(finiteness=pastpart)	hebben	
heeft	VRB(finiteness=fin,tense=pres)	hebben	
,	PC		
voor	ADP(type=pre)	voor	
6	NUM(type=card,position=prenom,representation=dig)	zes	
Jaren	NOU-C(number=pl)	jaar	
te	ADP(type=pre)	te	
laten	VRB(finiteness=inf)	laten	
;	PC		
hem	PD(type=pers,position=free)	hij	
om	ADP(type=pre)	om	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Verminderingh	NOU-C(number=sg)	vermindering	
der	PD(type=d-p,subtype=art,position=prenom)	de	
Koophandel	NOU-C(number=sg)	koophandel	
door	ADP(type=pre)	door	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Oorlogh	NOU-C(number=sg)	oorlog	
een	PD(type=indef,subtype=art,position=prenom)	een	
Afslagh	NOU-C(number=sg)	afslag	
van	ADP(type=pre)	van	
2240000	NUM(type=card,position=prenom,representation=dig)	2240000	
Ponden	NOU-C(number=pl)	pond	
van	ADP(type=pre)	van	
het	PD(type=d-p,subtype=art,position=prenom)	het	
oude	AA(degree=pos,position=prenom)	oud	
Accoort	NOU-C(number=pl)	akkoord	
te	ADP(type=pre)	te	
vergunnen	VRB(finiteness=inf)	vergunnen	
;	PC		
200000	NUM(type=card,position=prenom,representation=dig)	tweehonderdduizend	
Scudi	NOU-C(number=pl)	scudo	
,	PC		
die	PD(type=d-p,position=free)	die	
men	PD(type=pers,position=free)	men	
met	ADP(type=pre)	met	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Intrest	NOU-C(number=sg)	interest	
van	ADP(type=pre)	van	
ses	NUM(type=card,position=free,representation=let)	zes	
ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+het	
hondert	NUM(type=card,position=free,representation=let)	honderd	
sal	VRB(finiteness=fin,tense=pres)	zullen	
rembourseren	VRB(finiteness=inf)	rembourseren	
,	PC		
te	ADP(type=pre)	te	
doen	VRB(finiteness=inf)	doen	
anticiperen	VRB(finiteness=inf)	anticiperen	
;	PC		
15000	NUM(type=card,position=prenom,representation=dig)	vijftienduizend	
Filippi	NOU-C(number=pl)	filippus	
voor	ADP(type=pre)	voor	
onse	PD(type=poss,position=prenom)	ons	
Troupen	NOU-C(number=pl)	troep	
naer	ADP(type=pre)	naar	
Turin	NOU-P	Turijn	
te	ADP(type=pre)	te	
schicken	VRB(finiteness=inf)	schikken	
,	PC		
ende	CONJ(type=coor)	en	
aen	ADP(type=pre)	aan	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Switserssche	AA(degree=pos,position=prenom)	Zwitsers	
Gedeputeerden	NOU-C(number=pl)	gedeputeerde	
,	PC		
dewelcke	PD(type=w-p,position=free)	dewelke	
haer	PD(type=pers,position=free)	zij	
alhier	ADV(type=reg)	alhier	
bevinden	VRB(finiteness=fin,tense=pres)	bevinden	
,	PC		
considerabele	AA(degree=pos,position=prenom)	considerabel	
Sommen	NOU-C(number=pl)	som	
uyt	VRB(finiteness=inf)	uittellen	mw_956598
te	ADP(type=pre)	te	
tellen	VRB(finiteness=inf)	uittellen	mw_956598
.	PC		

Din	NOU-C(number=sg,WF=mis)	don	
Livio	NOU-P	Livio	
Odeschalchi	NOU-P	Odeschalchi	
is	VRB(finiteness=fin,tense=pres)	zijn	
nae	ADP(type=pre)	na	
Romen	NOU-P	Rome	
vertrocken	VRB(finiteness=pastpart)	vertrekken	
.	PC		

Onsen	PD(type=poss,position=prenom)	ons	
Aertsch-Bisschop	NOU-C(number=sg)	aartsbisschop	
verergert	VRB(finiteness=fin,tense=pres)	verergeren	
dagelijcks	ADV(type=reg)	dagelijks	
.	PC		

Tot	ADP(type=pre)	tot	
Nichtevecht	NOU-P	Nigtevecht	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
drie	NUM(type=card,position=prenom,representation=let)	drie	
swarte	AA(degree=pos,position=prenom)	zwart	
Meere	NOU-C(number=sg)	maar	
vermist	VRB(finiteness=pastpart)	vermissen	
,	PC		
waer	ADV(type=pron)	waaronder	mw_148968
onder	ADV(type=pron)	waaronder	mw_148968
zyn	VRB(finiteness=fin,tense=pres)	zijn	
twee	NUM(type=card,position=prenom,representation=let)	twee	
gelyke	AA(degree=pos,position=prenom)	gelijk	
plate	AA(degree=pos,position=prenom)	plaatschoon	mw_568554
schoone	AA(degree=pos,position=prenom)	plaatschoon	mw_568554
Meere	NOU-C(number=sg)	maar	
,	PC		
die	PD(type=d-p,position=free)	die	
geheel	AA(degree=pos,position=free)	geheel	
gelyk	AA(degree=pos,position=free)	gelijk	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
,	PC		
met	ADP(type=pre)	met	
kleyne	AA(degree=pos,position=prenom)	klein	
Kolle	NOU-C(number=sg)	kol	
,	PC		
als	CONJ(type=sub)	als	
een	PD(type=indef,subtype=art,position=prenom)	een	
dubbelde	AA(degree=pos,position=prenom)	dubbel	
stuyver	NOU-C(number=sg)	stuiver	
groot	AA(degree=pos,position=free)	groot	
,	PC		
met	ADP(type=pre)	met	
lange	AA(degree=pos,position=prenom)	lang	
swarte	AA(degree=pos,position=prenom)	zwart	
,	PC		
en	CONJ(type=coor)	en	
het	PD(type=d-p,subtype=art,position=prenom)	het	
derde	NUM(type=ord,position=prenom,representation=let)	derde	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
kleyn	AA(degree=pos,position=prenom)	klein	
gemaekt	AA(degree=pos,position=prenom)	gemaakt	
Kolletje	NOU-C(number=sg)	kolletje	
,	PC		
oud	AA(degree=pos,position=free)	oud	
2	NUM(type=card,position=prenom,representation=dig)	twee	
jaer	NOU-C(number=sg)	jaar	
,	PC		
en	CONJ(type=coor)	en	
de	PD(type=d-p,subtype=art,position=prenom)	de	
gelyke	AA(degree=pos,position=prenom)	gelijk	
4	NUM(type=card,position=prenom,representation=dig)	vier	
en	CONJ(type=coor)	en	
5	NUM(type=card,position=prenom,representation=dig)	vijf	
jaren	NOU-C(number=pl)	jaar	
oud	AA(degree=pos,position=free)	oud	
,	PC		
die	PD(type=d-p,position=free)	die	
de	PD(type=d-p,position=free)	dezelfde	mw_831590
selfde	PD(type=d-p,position=free)	dezelfde	mw_831590
kan	VRB(finiteness=fin,tense=pres)	kunnen	
aenwysen	VRB(finiteness=inf)	aanwijzen	
,	PC		
addresseere	VRB(finiteness=fin,tense=pres)	addresseren	
sich	PD(type=refl,position=free)	zich	
aen	ADP(type=pre)	aan	
Jacobus	NOU-P	Jacobus	
Cappel	NOU-P	Cappel	
,	PC		
Paerdekoper	NOU-C(number=sg)	paardenkoper	
tot	ADP(type=pre)	tot	
Amsterdam	NOU-P	Amsterdam	
,	PC		
sal	VRB(finiteness=fin,tense=pres)	zullen	
een	PD(type=indef,subtype=art,position=prenom)	een	
goede	AA(degree=pos,position=prenom)	goed	
vereering	NOU-C(number=sg)	verering	
hebben	VRB(finiteness=inf)	hebben	
.	PC		

De	PD(type=d-p,subtype=art,position=prenom)	de	
Acta	RES(type=for)	acta	
Eruditorum	RES(type=for)	eruditorum	
,	PC		
soo	CONJ(type=sub)	zo	
alle	PD(type=indef,subtype=oth,position=prenom)	al	
Maenden	NOU-C(number=pl)	maand	
tot	ADP(type=pre)	tot	
Leipsig	NOU-P	Leipzig	
uytkomen	VRB(finiteness=fin,tense=pres)	uitkomen	
,	PC		
en	CONJ(type=coor)	en	
met	ADP(type=pre)	met	
het	PD(type=d-p,subtype=art,position=prenom)	het	
jaer	NOU-C(number=sg)	jaar	
1682	NUM(type=card,position=postnom,representation=dig)	1682	
beginnen	VRB(finiteness=fin,tense=pres)	beginnen	
,	PC		
zyn	VRB(finiteness=fin,tense=pres)	zijn	
in	ADP(type=pre)	in	
't	PD(type=d-p,subtype=art,position=prenom)	het	
geheel	NOU-C(number=sg)	geheel	
of	CONJ(type=coor)	of	
by	ADP(type=pre)	bij	
aparte	AA(degree=pos,position=prenom)	apart	
stukjes	NOU-C(number=pl)	stukje	
te	ADP(type=pre)	te	
bekomen	VRB(finiteness=inf)	bekomen	
tot	ADP(type=pre)	tot	
Amsterdam	NOU-P	Amsterdam	
by	ADP(type=pre)	bij	
H.	NOU-P(WF=abbr)	Hendrik	
Wetstein	NOU-P	Wetstein	
,	PC		
Boekverkoper	NOU-C(number=sg)	boekverkoper	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Kalverstraet	NOU-P	Kalverstraat	
,	PC		
zynde	VRB(finiteness=prespart)	zijn	
nu	ADV(type=reg)	nu	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Maenden	NOU-C(number=pl)	maand	
September	NOU-C(number=sg)	september	
,	PC		
October	NOU-C(number=sg)	oktober	
,	PC		
en	CONJ(type=coor)	en	
het	PD(type=d-p,subtype=art,position=prenom)	het	
supplementum	NOU-C(number=sg)	supplementum	
VI.	NUM(type=card,position=postnom,representation=rom)	zes	
aengekomen	VRB(finiteness=pastpart)	aankomen	
.	PC		

By	ADP(type=pre)	bij	
deselve	PD(type=d-p,subtype=oth,position=prenom)	dezelve	
H.	NOU-P(WF=abbr)	Hendrik	
Wetstein	NOU-P	Wetstein	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
mede	ADV(type=reg)	mede	
te	ADP(type=pre)	te	
bekomen	VRB(finiteness=inf)	bekomen	
en	CONJ(type=coor)	en	
worden	VRB(finiteness=fin,tense=pres)	worden	
uytgegeven	VRB(finiteness=pastpart)	uitgeven	
,	PC		
Lettres	RES(type=for)	lettres	
du	RES(type=for)	du	
Cardinal	RES(type=for)	cardinal	
Mazarin	NOU-P	Mazarin	
sur	RES(type=for)	sur	
la	RES(type=for)	la	
Negotiation	RES(type=for)	negotiation	
de	RES(type=for)	de	
la	RES(type=for)	la	
Paix	RES(type=for)	paix	
de	RES(type=for)	de	
Pirenées	RES(type=for)	Pirenées	
,	PC		
waer	ADV(type=pron)	waarbij	mw_336741
by	ADV(type=pron)	waarbij	mw_336741
verscheyden	PD(type=d-p,subtype=oth,position=prenom)	verscheiden	
curieuse	AA(degree=pos,position=prenom)	curieus	
brieven	NOU-C(number=pl)	brief	
,	PC		
rakende	VRB(finiteness=prespart)	raken	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Amours	NOU-C(number=sg)	amour	
die	PD(type=d-p,position=free)	die	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Koning	NOU-C(number=sg)	koning	
in	ADP(type=pre)	in	
die	PD(type=d-p,subtype=oth,position=prenom)	die	
tyd	NOU-C(number=sg)	tijd	
maekte	VRB(finiteness=fin,tense=past)	maken	
aen	ADP(type=pre)	aan	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Nicht	NOU-C(number=sg)	nicht	
van	ADP(type=pre)	van	
dito	AA(degree=pos,position=prenom)	dito	
Cardinael	NOU-C(number=sg)	kardinaal	
.	PC		

Nog	ADV(type=reg)	nog	
is	VRB(finiteness=fin,tense=pres)	zijn	
by	ADP(type=pre)	bij	
hem	PD(type=pers,position=free)	hij	
gedrukt	VRB(finiteness=pastpart)	drukken	
,	PC		
Nic	NOU-P(WF=abbr)	Nicolaas	
.	PC		

Gurtleri	NOU-P	Gurtler	
Historia	RES(type=for)	historia	
Templariorum	RES(type=for)	templariorum	
,	PC		
Observationibus	RES(type=for)	observationibus	
Historico-Eccles	RES(type=for)	historico-eccles	
:	PC		
aucta	RES(type=for)	aucta	
in	ADP(type=pre)	in	
8.	NUM(type=card,position=free,representation=dig)	acht	
By	ADP(type=pre)	bij	
Pieter	NOU-P	Pieter	
Baars	NOU-P	Baars	
,	PC		
Boekverkooper	NOU-C(number=sg)	boekverkoper	
in	ADP(type=pre)	in	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Peperstraat	NOU-P	Peperstraat	
tot	ADP(type=pre)	tot	
Purmerent	NOU-P	Purmerend	
,	PC		
is	VRB(finiteness=fin,tense=pres)	zijn	
uyt	ADP(type=pre)	uit	
der	PD(type=d-p,subtype=art,position=prenom)	de	
hand	NOU-C(number=sg)	hand	
te	ADP(type=pre)	te	
koop	NOU-C(number=sg)	koop	
,	PC		
den	PD(type=d-p,subtype=art,position=prenom)	de	
Atlas	NOU-C(number=sg)	atlas	
van	ADP(type=pre)	van	
Joan	NOU-P	Joan	
Blauw	NOU-P	Blaeu	
,	PC		
ses	NUM(type=card,position=prenom,representation=let)	zes	
Volumen	NOU-C(number=pl)	volume	
,	PC		
wel	ADV(type=reg)	wel	
geconditioneert	VRB(finiteness=pastpart)	conditioneren	
,	PC		
in	ADP(type=pre)	in	
Duyts	NOU-P	Duits	
,	PC		
en	CONJ(type=coor)	en	
seer	AA(degree=pos,position=free)	zeer	
curieus	AA(degree=pos,position=free)	curieus	
afgeset	VRB(finiteness=pastpart)	afzetten	
.	PC		

WT	ADP(type=pre)	uit	
Augsburgh	NOU-P	Augsburg	
den	PD(type=d-p,subtype=art,position=prenom)	de	
8	NUM(type=ord,position=prenom,representation=dig)	achtste	
Novembris	NOU-C(number=sg)	novembris	
1646	NUM(type=card,position=postnom,representation=dig)	1646	
.	PC		

DE	PD(type=d-p,subtype=art,position=prenom)	de	
Ge-allieerde	AA(degree=pos,position=prenom)	geallieerd	
armeen	NOU-C(number=pl)	armee	
,	PC		
hebben	VRB(finiteness=fin,tense=pres)	hebben	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Keysersche	NOU-C(number=pl)	keizersen	
ende	CONJ(type=coor)	en	
Beyersche	AA(degree=pos,position=prenom)	Beiers	
met	ADP(type=pre)	met	
het	PD(type=d-p,subtype=art,position=prenom)	het	
in	NOU-C(number=sg)	innemen	mw_533930
nemen	NOU-C(number=sg)	innemen	mw_533930
van	ADP(type=pre)	van	
Landsbergh	NOU-P	Landsberg	
,	PC		
niet	ADV(type=reg)	niet	
alleene	AA(degree=pos,position=free)	alleen	
