Dewyl	CONJ(type=sub)	dewijl	
hier	ADV(type=pron)	hiervoor	mw_244
voor	ADV(type=pron)	hiervoor	mw_244
af	ADV(type=pron)	daaraf	mw_48
gesprooken	VRB(finiteness=pastpart)	spreken	
heb	VRB(finiteness=fin,tense=pres)	hebben	
;	PC	;	
men	PD(type=pers,position=free)	men	
behoorde	VRB(finiteness=fin,tense=past)	behoren	
die	PD(type=d-p,subtype=oth,position=prenom)	die	
twee	NUM(type=card,position=prenom,representation=let)	twee	
Vrouwlui	NOU-C(number=pl)	vrouwlieden	
te	ADP(type=pre)	te	
laten	VRB(finiteness=inf)	laten	
begaan	VRB(finiteness=inf)	begaan	
.	PC	.	

Een	PD(type=indef,subtype=art,position=prenom)	een	
dukaton	NOU-C(number=sg)	dukaton	
is	VRB(finiteness=fin,tense=pres)	zijn	
'	PC	'	
er	ADV(type=reg)	er	
ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+het	
besten	NOU-C(number=sg)	best	
,	PC	,	
voegde	VRB(finiteness=fin,tense=past)	voegen	
hy	PD(type=pers,position=free)	hij	
,	PC	,	
daar	ADV(type=pron)	daarbij	mw_88
by	ADV(type=pron)	daarbij	mw_88
,	PC	,	
voor	ADP(type=pre)	voor	
die	PD(type=d-p,position=free)	die	
't	PD(type=d-p,subtype=art,position=prenom)	het	
best	NOU-C(number=sg)	best	
bakkeleyen	VRB(finiteness=inf)	bakkeleien	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
.	PC	.	

Vrientschap	NOU-C(number=sg)	vriendschap	
,	PC	,	
zei	VRB(finiteness=fin,tense=past)	zeggen	
de	PD(type=d-p,subtype=art,position=prenom)	de	
VVaart	NOU-C(number=sg)	waard	
drink	VRB(finiteness=fin,tense=pres)	drinken	
jy	PD(type=pers,position=free)	jij	
jou	PD(type=poss,position=prenom)	jouw	
drank	NOU-C(number=sg)	drank	
,	PC	,	
en	CONJ(type=coor)	en	
laat	VRB(finiteness=fin,tense=pres)	laten	
my	PD(type=pers,position=free)	ik	
met	ADP(type=pre)	met	
myn	PD(type=poss,position=prenom)	mijn	
huis	NOU-C(number=sg)	huishouden	mw_255
-	PC	-	
houden	NOU-C(number=sg)	huishouden	mw_255
omspringen	VRB(finiteness=inf)	omspringen	
,	PC	,	
'k	PD(type=pers,position=free)	ik	
weet	VRB(finiteness=fin,tense=pres)	weten	
best	AA(degree=sup,position=free)	best	
,	PC	,	
wat	PD(type=w-p,position=free)	wat	
'	PC	'	
er	ADV(type=reg)	er	
behoord	VRB(finiteness=fin,tense=pres)	behoren	
gedaan	VRB(finiteness=pastpart)	doen	
,	PC	,	
of	CONJ(type=coor)	of	
gelaaten	VRB(finiteness=pastpart)	laten	
te	ADP(type=pre)	te	
worden	VRB(finiteness=inf)	worden	
,	PC	,	
Dat	PD(type=d-p,position=free)	dat	
's	VRB(finiteness=fin,tense=pres)	zijn	
al	ADV(type=reg)	al	
wel	AA(degree=pos,position=free)	wel	
,	PC	,	
broer	NOU-C(number=sg)	broeder	
,	PC	,	
zei	VRB(finiteness=fin,tense=past)	zeggen	
den	PD(type=d-p,subtype=art,position=prenom)	de	
Oost-Indies-Vaarder	NOU-C(number=sg)	Oost-Indiëvaarder	
;	PC	;	
maar	CONJ(type=coor)	maar	
ik	PD(type=pers,position=free)	ik	
zie	VRB(finiteness=fin,tense=pres)	zien	
't	PD(type=pers,position=free)	het	
zoo	ADV(type=reg)	zo	
gaarn	ADV(type=reg)	gaarne	
,	PC	,	
dat	CONJ(type=sub)	dat	
de	PD(type=d-p,subtype=art,position=prenom)	de	
wyven	NOU-C(number=pl)	wijf	
malkander	PD(type=recip,position=free)	malkander	
de	PD(type=d-p,subtype=art,position=prenom)	de	
lokken	NOU-C(number=pl)	lok	
zoo	ADV(type=reg)	zowat	mw_362
wat	ADV(type=reg)	zowat	mw_362
uitplukken	VRB(finiteness=fin,tense=pres)	uitplukken	
.	PC	.	

Ondertusschen	ADV(type=reg)	ondertussen	
raasden	VRB(finiteness=fin,tense=past)	razen	
deeze	PD(type=d-p,subtype=oth,position=prenom)	deze	
twee	NUM(type=card,position=prenom,representation=let)	twee	
Teeven	NOU-C(number=pl)	teef	
noch	ADV(type=reg)	nog	
als	CONJ(type=sub)	als	
baarlyke	AA(degree=pos,position=prenom)	baarlijk	
Duyvels	NOU-C(number=pl)	duivel	
hoewel	CONJ(type=sub)	hoewel	
ze	PD(type=pers,position=free)	zij	
malkander	PD(type=recip,position=free)	malkander	
op	ADP(type=pre)	op	
geen	PD(type=indef,subtype=oth,position=prenom)	geen	
tien	NUM(type=card,position=prenom,representation=let)	tien	
voet	NOU-C(number=sg)	voet	
na	ADV(type=reg)	na	
bereiken	VRB(finiteness=inf)	bereiken	
konden	VRB(finiteness=fin,tense=past)	kunnen	
;	PC	;	
want	CONJ(type=coor)	want	
men	PD(type=pers,position=free)	men	
hadd	VRB(finiteness=fin,tense=past)	hebben	
'	PC	'	
een	NUM(type=card,position=free,representation=let)	een	
by	ADP(type=pre)	bij	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Kagchel	NOU-C(number=sg)	kachel	
,	PC	,	
en	CONJ(type=coor)	en	
d'ander	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=free,representation=let)	de+ander	
niet	ADV(type=reg)	niet	
ver	AA(degree=pos,position=free)	ver	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
deur	NOU-C(number=sg)	deur	
ter	VRB(finiteness=pastpart)	ternederzetten	mw_283
neer	VRB(finiteness=pastpart)	ternederzetten	mw_283
gezet	VRB(finiteness=pastpart)	ternederzetten	mw_283
;	PC	;	
maar	CONJ(type=coor)	maar	
eindelijk	ADV(type=reg)	eindelijk	
kwamenze	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	komen+zij	
een	PD(type=indef,subtype=art,position=prenom)	een	
weinigje	NOU-C(number=sg)	weinigje	
tot	ADP(type=pre)	tot	
bedaaren	NOU-C(number=sg)	bedaren	
,	PC	,	
zoo	ADV(type=reg)	zo	
door	ADP(type=pre)	door	
tusschen	NOU-C(number=sg)	tussenspreken	mw_331
spreeken	NOU-C(number=sg)	tussenspreken	mw_331
van	ADP(type=pre)	van	
den	PD(type=d-p,subtype=art,position=prenom)	de	
een	NUM(type=card,position=free,representation=let)	een	
en	CONJ(type=coor)	en	
den	PD(type=d-p,subtype=art,position=prenom)	de	
ander	NUM(type=ord,position=free,representation=let)	ander	
,	PC	,	
als	CONJ(type=coor)	als	
door	ADP(type=pre)	door	
dreigementen	NOU-C(number=pl)	dreigement	
van	ADP(type=pre)	van	
de	PD(type=d-p,subtype=art,position=prenom)	de	
VVaardin	NOU-C(number=sg)	waardin	
,	PC	,	
die	PD(type=d-p,position=free)	die	
op	ADP(type=pre)	op	
haar	PD(type=poss,position=prenom)	haar	
verdoemenis	NOU-C(number=sg)	verdoemenis	
swoer	VRB(finiteness=fin,tense=past)	zweren	
,	PC	,	
zoo	CONJ(type=sub)	zo	
ze	PD(type=pers,position=free)	zij	
den	PD(type=d-p,subtype=art,position=prenom)	de	
bek	NOU-C(number=sg)	bek	
niet	ADV(type=reg)	niet	
toe	VRB(finiteness=fin,tense=past)	toehouden	mw_237
en	ADV(type=reg)	ne	
hielden	VRB(finiteness=fin,tense=past)	toehouden	mw_237
,	PC	,	
dat	CONJ(type=sub)	dat	
zy	PD(type=pers,position=free)	zij	
se	PD(type=pers,position=free)	zij	
alle	PD(type=indef,position=free)	allebeide	mw_73
beide	PD(type=indef,position=free)	allebeide	mw_73
voor	ADP(type=pre)	voor	
eeuwig	AA(degree=pos,position=free)	eeuwig	
ter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+de	
deur	NOU-C(number=sg)	deur	
uyt	ADP(type=post)	uit	
zou	VRB(finiteness=fin,tense=past)	zullen	
stooten	VRB(finiteness=inf)	stoten	
.	PC	.	

Dat	PD(type=d-p,position=free)	dat	
was	VRB(finiteness=fin,tense=past)	zijn	
een	PD(type=indef,subtype=art,position=prenom)	een	
brave	AA(degree=pos,position=prenom)	braaf	
Helleveeg	NOU-C(number=sg)	helleveeg	
,	PC	,	
seid	VRB(finiteness=fin,tense=past)	zeggen	
ik	PD(type=pers,position=free)	ik	
tegen	ADP(type=pre)	tegen	
myn	PD(type=poss,position=prenom)	mijn	
Leidsman	NOU-C(number=sg)	leidsman	
,	PC	,	
zoo	ADV(type=reg)	zo	
haast	AA(degree=pos,position=free)	haast	
'	PC	'	
er	ADV(type=reg)	er	
weer	ADV(type=reg)	weder	
wat	PD(type=indef,subtype=oth,position=prenom)	wat	
stilte	NOU-C(number=sg)	stilte	
gekoomen	VRB(finiteness=pastpart)	komen	
was	VRB(finiteness=fin,tense=past)	zijn	
;	PC	;	
maar	CONJ(type=coor)	maar	
me	PD(type=pers,position=free)	ik	
dunkt	VRB(finiteness=fin,tense=pres)	dunken	
evenwel	ADV(type=reg)	evenwel	
dat	CONJ(type=sub)	dat	
ze	PD(type=pers,position=free)	zij	
't	PD(type=pers,position=free)	het	
al	ADV(type=reg)	al	
een	PD(type=indef,subtype=art,position=prenom)	een	
weynigje	NOU-C(number=sg)	weinigje	
bont	AA(degree=pos,position=free)	bont	
maakte	VRB(finiteness=fin,tense=past)	maken	
,	PC	,	
Zy	PD(type=pers,position=free)	zij	
deed	VRB(finiteness=fin,tense=past)	doen	
zeeker	AA(degree=pos,position=free)	zeker	
niet	ADV(type=reg)	niet	
,	PC	,	
gaf	VRB(finiteness=fin,tense=past)	geven	
hy	PD(type=pers,position=free)	hij	
my	PD(type=pers,position=free)	ik	
ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+het	
antwoord	NOU-C(number=sg)	antwoord	
,	PC	,	
want	CONJ(type=coor)	want	
deeze	PD(type=d-p,subtype=oth,position=prenom)	deze	
Vendt	NOU-C(number=sg)	vent	
,	PC	,	
die	PD(type=d-p,position=free)	die	
een	PD(type=indef,subtype=art,position=prenom)	een	
Vry-Man	NOU-C(number=sg)	vrijman	
aan	ADP(type=pre)	aan	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Waag	NOU-C(number=sg)	waag	
is	VRB(finiteness=fin,tense=pres)	zijn	
,	PC	,	
kan	VRB(finiteness=fin,tense=pres)	kunnen	
,	PC	,	
week	NOU-C(number=sg)	week	
door	ADP(type=pre)	door	
week	NOU-C(number=sg)	week	
gerekend	VRB(finiteness=pastpart)	rekenen	
,	PC	,	
naauwelyks	ADV(type=reg)	nauwelijks	
zes	NUM(type=card,position=prenom,representation=let)	zes	
gulden	NOU-C(number=sg)	gulden	
winnen	VRB(finiteness=inf)	winnen	
;	PC	;	
en	CONJ(type=coor)	en	
daar	ADV(type=pron)	daarvan	mw_106
heeft	VRB(finiteness=fin,tense=pres)	hebben	
hy	PD(type=pers,position=free)	hij	
een	PD(type=indef,subtype=art,position=prenom)	een	
Vrouw	NOU-C(number=sg)	vrouw	
en	CONJ(type=coor)	en	
vifkinderen	NUM(type=card,position=prenom,representation=let)+NOU-C(number=pl)	vijf+kind	
van	ADV(type=pron)	daarvan	mw_106
te	ADP(type=pre)	te	
voeden	VRB(finiteness=inf)	voeden	
,	PC	,	
waar	ADV(type=pron)	waaraf	mw_49
af	ADV(type=pron)	waaraf	mw_49
d	PD(type=d-p,subtype=art,position=prenom)	de	
'	PC	'	
oudste	NOU-C(number=sg)	oudste	
noch	ADV(type=reg)	nog	
niet	ADV(type=reg)	niet	
bekwaan	AA(degree=pos,position=free,WF=mis)	bekwaam	
is	VRB(finiteness=fin,tense=pres)	zijn	
om	ADP(type=pre)	om	
een	PD(type=indef,subtype=art,position=prenom)	een	
stuiver	NOU-C(number=sg)	stuiver	
te	ADP(type=pre)	te	
verdienen	VRB(finiteness=inf)	verdienen	
.	PC	.	

Gy	PD(type=pers,position=free)	gij	
kunt	VRB(finiteness=fin,tense=pres)	kunnen	
dan	ADV(type=reg)	dan	
eens	ADV(type=reg)	eens	
rekenen	VRB(finiteness=inf)	rekenen	
,	PC	,	
wat	PD(type=w-p,position=free)	wat	
'	PC	'	
er	ADV(type=reg)	er	
over	VRB(finiteness=inf)	overschieten	mw_297
kan	VRB(finiteness=fin,tense=pres)	kunnen	
schieten	VRB(finiteness=inf)	overschieten	mw_297
om	ADP(type=pre)	om	
roode	AA(degree=pos,position=prenom)	rood	
wyn	NOU-C(number=sg)	wijn	
met	ADP(type=pre)	met	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Hoertjes	NOU-C(number=pl)	hoertje	
te	ADP(type=pre)	te	
drinken	VRB(finiteness=inf)	drinken	
;	PC	;	
en	CONJ(type=coor)	en	
dat	CONJ(type=sub)	dat	
het	PD(type=pers,position=free)	het	
nog	ADV(type=reg)	nog	
eens	ADV(type=reg)	eens	
gebeurde	VRB(finiteness=fin,tense=past)	gebeuren	
,	PC	,	
zoo	ADV(type=reg)	zo	
soude	VRB(finiteness=fin,tense=past)	zullen	
men	PD(type=pers,position=free)	men	
't	PD(type=pers,position=free)	het	
hem	PD(type=refl,position=free)	hem	
ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+het	
besten	NOU-C(number=sg)	best	
konnen	VRB(finiteness=inf)	kunnen	
houden	VRB(finiteness=inf)	houden	
;	PC	;	
maar	CONJ(type=coor)	maar	
zelden	ADV(type=reg)	zelden	
gaat'er	VRB(finiteness=fin,tense=pres)+ADV(type=reg)	voorbijgaan+er	mw_84
een	PD(type=indef,subtype=art,position=prenom)	een	
weel	NOU-C(number=sg,WF=mis)	week	
voor	VRB(finiteness=fin,tense=pres)+ADV(type=reg)	voorbijgaan+er	mw_84
by	VRB(finiteness=fin,tense=pres)+ADV(type=reg)	voorbijgaan+er	mw_84
,	PC	,	
of	CONJ(type=sub)	of	
hy	PD(type=pers,position=free)	hij	
moet	VRB(finiteness=fin,tense=pres)	moeten	
zyn	PD(type=poss,position=prenom)	zijn	
oogen	NOU-C(number=pl)	oog	
op	ADP(type=pre)	op	
deeze	PD(type=d-p,subtype=oth,position=prenom)	deze	
wys	NOU-C(number=sg)	wijze	
eens	ADV(type=reg)	eens	
verlustigen	VRB(finiteness=inf)	verlustigen	
.	PC	.	

't	PD(type=pers,position=free)	het	
Is	VRB(finiteness=fin,tense=pres)	zijn	
waar	AA(degree=pos,position=free)	waar	
,	PC	,	
dat	CONJ(type=sub)	dat	
de	PD(type=d-p,subtype=art,position=prenom)	de	
gelagen	NOU-C(number=pl)	gelag	
niet	ADV(type=reg)	niet	
altyd	ADV(type=reg)	altijd	
zoo	ADV(type=reg)	zo	
hoog	AA(degree=pos,position=free)	hoog	
loopen	VRB(finiteness=fin,tense=pres)	lopen	
;	PC	;	
maar	CONJ(type=coor)	maar	
ze	PD(type=pers,position=free)	zij	
loopen	VRB(finiteness=fin,tense=pres)	lopen	
echter	ADV(type=reg)	echter	
nog	ADV(type=reg)	nog	
doorgaans	ADV(type=reg)	doorgaans	
te	ADV(type=reg)	te	
hoog	AA(degree=pos,position=free)	hoog	
voor	ADP(type=pre)	voor	
hem	PD(type=pers,position=free)	hij	
,	PC	,	
dewyl	CONJ(type=sub)	dewijl	
zyn	PD(type=poss,position=prenom)	zijn	
winsten	NOU-C(number=pl)	winst	
te	ADV(type=reg)	te	
klein	AA(degree=pos,position=free)	klein	
,	PC	,	
en	CONJ(type=coor)	en	
zyn	PD(type=poss,position=prenom)	zijn	
kinderen	NOU-C(number=pl)	kind	
te	ADV(type=reg)	te	
veel	PD(type=indef,position=free)	veel	
in	ADP(type=pre)	in	
getal	NOU-C(number=sg)	getal	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
,	PC	,	
om	ADP(type=pre)	om	
daar	ADV(type=pron)	daaraf	mw_50
weekelyks	ADV(type=reg)	wekelijks	
soo	PD(type=indef,position=free)	zoveel	mw_323
veel	PD(type=indef,position=free)	zoveel	mw_323
af	ADV(type=pron)	daaraf	mw_50
te	ADP(type=pre)	te	
kon-nen	VRB(finiteness=inf)	kunnen	
missen	VRB(finiteness=inf)	missen	
.	PC	.	

Sulke	PD(type=d-p,subtype=oth,position=prenom)	zulk	
Venten	NOU-C(number=pl)	vent	
behoorden	VRB(finiteness=fin,tense=past)	behoren	
nooit	ADV(type=reg)	nooit	
te	ADP(type=pre)	te	
trouwen	VRB(finiteness=inf)	trouwen	
,	PC	,	
of	CONJ(type=sub)	of	
se	PD(type=pers,position=free)	zij	
moesten	VRB(finiteness=fin,tense=past)	moeten	
zich	PD(type=refl,position=free)	zich	
van	ADP(type=pre)	van	
te	ADV(type=reg)	tevoren	mw_334
vooren	ADV(type=reg)	tevoren	mw_334
kuisch	AA(degree=pos,position=free)	kuis	
genoeg	ADV(type=reg)	genoeg	
kennen	VRB(finiteness=inf)	kennen	
,	PC	,	
om	ADP(type=pre)	om	
zich	PD(type=refl,position=free)	zich	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
Vrouw	NOU-C(number=sg)	vrouw	
te	ADP(type=pre)	te	
konnen	VRB(finiteness=inf)	kunnen	
belyden	VRB(finiteness=inf)	belijden	
;	PC	;	
want	CONJ(type=coor)	want	
hoewel	CONJ(type=sub)	hoewel	
het	PD(type=d-p,subtype=art,position=prenom)	het	
overspel	NOU-C(number=sg)	overspel	
een	PD(type=indef,subtype=art,position=prenom)	een	
zeer	AA(degree=pos,position=free)	zeer	
groote	AA(degree=pos,position=prenom)	groot	
zonde	NOU-C(number=sg)	zonde	
is	VRB(finiteness=fin,tense=pres)	zijn	
,	PC	,	
en	CONJ(type=coor)	en	
dat	CONJ(type=sub)	dat	
de	PD(type=d-p,subtype=art,position=prenom)	de	
rijken	NOU-C(number=pl)	rijke	
daer	ADV(type=pron)	daarover	mw_161
even	ADV(type=reg)	evenzo	mw_215
zoo	ADV(type=reg)	evenzo	mw_215
wel	ADV(type=reg)	wel	
over	ADV(type=pron)	daarover	mw_161
gestraft	VRB(finiteness=pastpart)	straffen	
sullen	VRB(finiteness=fin,tense=pres)	zullen	
worden	VRB(finiteness=inf)	worden	
,	PC	,	
als	CONJ(type=coor)	als	
de	PD(type=d-p,subtype=art,position=prenom)	de	
geringer	AA(degree=comp,position=prenom)	gering	
luiden	NOU-C(number=pl)	lieden	
is	VRB(finiteness=fin,tense=pres)	zijn	
het	PD(type=pers,position=free)	het	
echter	ADV(type=reg)	echter	
,	PC	,	
volgens	ADP(type=pre)	volgens	
de	PD(type=d-p,subtype=art,position=prenom)	de	
weereld	NOU-C(number=sg)	wereld	
,	PC	,	
verschoonelijker	AA(degree=comp,position=free)	verschoonlijk	
,	PC	,	
dat	CONJ(type=sub)	dat	
een	PD(type=indef,subtype=art,position=prenom)	een	
man	NOU-C(number=sg)	man	
van	ADP(type=pre)	van	
vermogen	NOU-C(number=sg)	vermogen	
zyn	PD(type=poss,position=prenom)	zijn	
beursje	NOU-C(number=sg)	beursje	
eens	ADV(type=reg)	eens	
op	ADP(type=pre)	op	
een	PD(type=indef,subtype=art,position=prenom)	een	
ander	PD(type=indef,position=free)	ander	
leegt	VRB(finiteness=fin,tense=pres)	ledigen	
,	PC	,	
dewyl	CONJ(type=sub)	dewijl	
zyn	PD(type=poss,position=prenom)	zijn	
Vrouw	NOU-C(number=sg)	vrouw	
en	CONJ(type=coor)	en	
Kinderen	NOU-C(number=pl)	kind	
,	PC	,	
soo	CONJ(type=sub)	zo	
hy	PD(type=pers,position=free)	hij	
't	PD(type=pers,position=free)	het	
niet	ADV(type=reg)	niet	
al	ADV(type=reg)	al	
te	ADV(type=reg)	te	
gekkelyk	AA(degree=pos,position=free)	gekkelijk	
aansteld	VRB(finiteness=fin,tense=pres)	aanstellen	
,	PC	,	
daer	ADV(type=pron)	daarom	mw_162
geen	PD(type=indef,subtype=oth,position=prenom)	geen	
schraalder	AA(degree=comp,position=prenom)	schraal	
tafel	NOU-C(number=sg)	tafel	
om	ADV(type=pron)	daarom	mw_162
behoeven	VRB(finiteness=fin,tense=pres)	behoeven	
te	ADP(type=pre)	te	
houden	VRB(finiteness=inf)	houden	
,	PC	,	
daar	CONJ(type=sub)	daar	
een	PD(type=indef,subtype=art,position=prenom)	een	
Kalis	NOU-C(number=sg)	kalis	
in	ADV(type=reg)	integendeel	mw_257
tegendeel	ADV(type=reg)	integendeel	mw_257
,	PC	,	
alles	PD(type=indef,position=free)	alles	
wat	PD(type=w-p,position=free)	wat	
hy	PD(type=pers,position=free)	hij	
op	ADP(type=pre)	op	
deese	PD(type=d-p,subtype=oth,position=prenom)	deze	
manier	NOU-C(number=sg)	manier	
't	ADP(type=pre)	te	
soek	NOU-C(number=sg)	zoek	
brengt	VRB(finiteness=fin,tense=pres)	brengen	
,	PC	,	
zijn	PD(type=poss,position=prenom)	zijn	
Vrouw	NOU-C(number=sg)	vrouw	
en	CONJ(type=coor)	en	
kinderen	NOU-C(number=pl)	kind	
ontsteeld	VRB(finiteness=fin,tense=pres)	ontstelen	
,	PC	,	
die	PD(type=d-p,position=free)	die	
menigmaal	ADV(type=reg)	menigmaal	
te	ADP(type=pre)	te	
deeser	PD(type=d-p,subtype=oth,position=prenom)	deze	
oorsaak	NOU-C(number=sg)	oorzaak	
genoodsaakt	VRB(finiteness=pastpart)	noodzaken	
zijn	VRB(finiteness=fin,tense=pres)	zijn	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
hongerige	AA(degree=pos,position=prenom)	hongerig	
buik	NOU-C(number=sg)	buik	
na	ADP(type=pre)	na	
bed	NOU-C(number=sg)	bed	
te	ADP(type=pre)	te	
gaan	VRB(finiteness=inf)	gaan	
.	PC	.	

Wy	PD(type=pers,position=free)	wij	
gingen	VRB(finiteness=fin,tense=past)	gaan	
dan	ADV(type=reg)	dan	
ter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	te+de	
deur	NOU-C(number=sg)	deur	
uyt	ADP(type=post)	uit	
,	PC	,	
en	CONJ(type=coor)	en	
wandelden	VRB(finiteness=fin,tense=past)	wandelen	
een	PD(type=indef,subtype=art,position=prenom)	een	
mooy	AA(degree=pos,position=prenom)	mooi	
eintje	NOU-C(number=sg)	eindje	
weegs	NOU-C(number=sg)	weg	
deselve	PD(type=d-p,subtype=oth,position=prenom)	dezelve	
graft	NOU-C(number=sg)	gracht	
langs	ADP(type=post)	langs	
,	PC	,	
tot	CONJ(type=sub)	totdat	mw_171
dat	CONJ(type=sub)	totdat	mw_171
wy	PD(type=pers,position=free)	wij	
voor	ADP(type=pre)	voor	
een	PD(type=indef,subtype=art,position=prenom)	een	
breed	AA(degree=pos,position=prenom)	breed	
huis	NOU-C(number=sg)	huis	
kwamen	VRB(finiteness=fin,tense=past)	komen	
,	PC	,	
waar	ADV(type=pron)	waarvan	mw_347
van	ADV(type=pron)	waarvan	mw_347
de	PD(type=d-p,subtype=art,position=prenom)	de	
deur	NOU-C(number=sg)	deur	
,	PC	,	
even	AA(degree=pos,position=free)	even	
gelyk	CONJ(type=sub)	gelijk	
van	ADP(type=pre)	van	
het	PD(type=d-p,subtype=art,position=prenom)	het	
tweede	NUM(type=ord,position=prenom,representation=let)	tweede	
Huis	NOU-C(number=sg)	huis	
,	PC	,	
daar	ADV(type=reg)	daar	
mijn	PD(type=poss,position=prenom)	mijn	
Leidsman	NOU-C(number=sg)	leidsman	
my	PD(type=pers,position=free)	ik	
gebragt	VRB(finiteness=pastpart)	brengen	
had	VRB(finiteness=fin,tense=past)	hebben	
,	PC	,	
met	ADP(type=pre)	met	
een	PD(type=indef,subtype=art,position=prenom)	een	
hek	NOU-C(number=sg)	hek	
afgeslooten	VRB(finiteness=pastpart)	afsluiten	
was	VRB(finiteness=fin,tense=past)	zijn	
.	PC	.	

Uit	ADP(type=pre)	uit	
het	PD(type=d-p,subtype=art,position=prenom)	het	
voor-huis	NOU-C(number=sg)	voorhuis	
traden	VRB(finiteness=fin,tense=past)	treden	
wy	PD(type=pers,position=free)	wij	
in	ADP(type=pre)	in	
een	PD(type=indef,subtype=art,position=prenom)	een	
gang	NOU-C(number=sg)	gang	
,	PC	,	
aan	ADP(type=pre)	aan	
welkers	PD(type=w-p,position=free)	welk	
slinker	NOU-C(number=sg)	slinkerzijde	mw_861530
syde	NOU-C(number=sg)	slinkerzijde	mw_861530
een	PD(type=indef,subtype=art,position=prenom)	een	
deur	NOU-C(number=sg)	deur	
stond	VRB(finiteness=fin,tense=past)	staan	
,	PC	,	
die	PD(type=d-p,position=free)	die	
toegang	NOU-C(number=sg)	toegang	
in	ADP(type=pre)	in	
een	PD(type=indef,subtype=art,position=prenom)	een	
groote	AA(degree=pos,position=prenom)	groot	
kamer	NOU-C(number=sg)	kamer	
gaf	VRB(finiteness=fin,tense=past)	geven	
,	PC	,	
daar	ADV(type=reg)	daar	
ik	PD(type=pers,position=free)	ik	
een	PD(type=indef,subtype=art,position=prenom)	een	
meenigte	NOU-C(number=sg)	menigte	
van	ADP(type=pre)	van	
volk	NOU-C(number=sg)	volk	
gewaar	VRB(finiteness=fin,tense=past)	gewaarworden	mw_230
wierd	VRB(finiteness=fin,tense=past)	gewaarworden	mw_230
,	PC	,	
en	CONJ(type=coor)	en	
onder	ADP(type=pre)	onder	
deesen	PD(type=d-p,position=free)	deze	
sulk	PD(type=d-p,position=free)	zulk	
een	PD(type=indef,subtype=art,position=prenom)	een	
lengte	NOU-C(number=sg)	lengte	
van	ADP(type=pre)	van	
Hoertjes	NOU-C(number=pl)	hoertje	
,	PC	,	
waar	ADV(type=pron)	waarvan	mw_348
van	ADV(type=pron)	waarvan	mw_348
de	PD(type=d-p,subtype=art,position=prenom)	de	
meesten	NOU-C(number=pl)	meeste	
op	ADP(type=pre)	op	
sijn	PD(type=poss,position=prenom)	zijn	
Juffers	NOU-C(number=pl)	juffers	
gekleed	VRB(finiteness=pastpart)	kleden	
gingen	VRB(finiteness=fin,tense=past)	gaan	
,	PC	,	
dat	CONJ(type=sub)	dat	
ik	PD(type=pers,position=free)	ik	
verwonderd	AA(degree=pos,position=free)	verwonderd	
stond	VRB(finiteness=fin,tense=past)	staan	
.	PC	.	

Dit	PD(type=d-p,position=free)	dit	
doet	VRB(finiteness=fin,tense=pres)	opdoen	mw_292
zig	PD(type=refl,position=free)	zich	
al	ADV(type=reg)	al	
vry	AA(degree=pos,position=free)	vrij	
groots	AA(degree=pos,position=free)	groots	
op	VRB(finiteness=fin,tense=pres)	opdoen	mw_292
,	PC	,	
seyd	VRB(finiteness=fin,tense=past)	zeggen	
'	PC	'	
ik	PD(type=pers,position=free)	ik	
tegen	ADP(type=pre)	tegen	
myn	PD(type=poss,position=prenom)	mijn	
Leidsman	NOU-C(number=sg)	leidsman	
,	PC	,	
men	PD(type=pers,position=free)	men	
moet	VRB(finiteness=fin,tense=pres)	moeten	
hier	ADV(type=reg)	hier	
goede	AA(degree=pos,position=prenom)	goed	
nering	NOU-C(number=sg)	nering	
houden	VRB(finiteness=inf)	houden	
,	PC	,	
dat	CONJ(type=sub)	dat	
de	PD(type=d-p,subtype=art,position=prenom)	de	
Juffertjes	NOU-C(number=pl)	juffertje	
hier	ADV(type=reg)	hier	
in	ADP(type=pre)	in	
sulk	PD(type=d-p,position=free)	zulk	
eē	PD(type=indef,subtype=art,position=prenom,WF=abbr)	een	
overvloet	NOU-C(number=sg)	overvloed	
zyn	VRB(finiteness=fin,tense=pres)	zijn	
.	PC	.	

De	PD(type=d-p,subtype=art,position=prenom)	de	
neering	NOU-C(number=sg)	nering	
is	VRB(finiteness=fin,tense=pres)	zijn	
'	PC	'	
er	ADV(type=reg)	er	
soo	ADV(type=reg)	zo	
groot	AA(degree=pos,position=free)	groot	
